sfdc_id	duplicate_count	most_recent_insert	oldest_insert	property_names	property_statuses	short_ids
a01Dn00000HHsPaIAL	3	2024-11-06T02:35:40.000Z	2024-10-30T16:23:52.000Z	"[""TraxatDuPontStationApartments-18165"",""Trax at Dupont Station - IDV ONLY"",""Trax at Dupont Station""]"	"[""DISABLED"",""DISABLED"",""DISABLED""]"	"[""f456a09bc2"",""erdZ7eR7L4"",""lVE76d1X2c""]"
a01Dn00000HHV56IAH	2	2024-11-05T21:17:02.000Z	2022-07-14T15:57:31.000Z	"[""Parkside Residences"",""Parkside Residences at Discovery Green""]"	"[""DISABLED"",""DISABLED""]"	"[""NI3xmLZGXG"",""cW45gjxmyU""]"
a01Dn00000HIzIcIAL	2	2024-11-05T20:45:26.000Z	2024-11-05T20:45:26.000Z	"[""Adderley DUPLICATE PLEASE DELETE"",""Adderley""]"	"[""DISABLED"",""ACTIVE""]"	"[""dPeIOyZWki"",""d0LQeOlBWz""]"
a01Dn00000HHV0GIAX	2	2024-11-05T19:36:38.000Z	2024-01-11T19:09:37.000Z	"[""Pearl Midlane"",""Pearl Midlane""]"	"[""DISABLED"",""DISABLED""]"	"[""l2HK71xRkZ"",""OJtSR0v2IR""]"
a01Dn00000HHbD2IAL	2	2024-11-05T17:17:31.000Z	2022-04-06T21:56:10.000Z	"[""Vue at 3600 Apartments"",""Vue at 3600""]"	"[""ACTIVE"",""DISABLED""]"	"[""dyb9fBTC4m"",""gPfikGmYOX""]"
a01Dn00000HHRybIAH	2	2024-11-02T01:12:09.000Z	2023-03-17T16:57:42.000Z	"[""MansionsatOakPoint-16033"",""Mansions at Oak Point""]"	"[""DISABLED"",""ACTIVE""]"	"[""fdf1e82827"",""AwZvvEjDoW""]"
a01Dn00000HHMdvIAH	2	2024-10-31T23:21:42.000Z	2021-06-07T16:21:04.000Z	"[""EnV Chicago"",""EnV""]"	"[""ACTIVE"",""DISABLED""]"	"[""xQBwParURe"",""NQD5xpBtPT""]"
a01Dn00000HHI82IAH	3	2024-10-31T20:43:29.000Z	2022-09-14T19:37:29.000Z	"[""The Bellslip"",""The Bellslip - Guarantor"",""The Bellslip""]"	"[""DISABLED"",""DISABLED"",""ACTIVE""]"	"[""562d19320d"",""9b56b18fb3"",""nRaDiCKEdB""]"
a01Dn00000HHW6fIAH	3	2024-10-31T20:02:46.000Z	2022-11-21T20:07:44.000Z	"[""Provence at Valencia"",""Provence at Valencia"",""Provence at Valencia""]"	"[""DISABLED"",""DISABLED"",""ACTIVE""]"	"[""U2htzGEavY"",""lKbwJiA6JR"",""MyEuLmkZD9""]"
a01Dn00000HHF89IAH	2	2024-10-30T17:23:18.000Z	2023-10-31T16:25:36.000Z	"[""Magnolia Dumbo"",""Magnolia Dumbo""]"	"[""DISABLED"",""ACTIVE""]"	"[""3STtmqsyQh"",""PAIKqc99pd""]"
a01Dn00000HHMXxIAP	2	2024-10-30T16:27:50.000Z	2024-03-25T16:03:15.000Z	"[""The Clarkson at Centennial Hills"",""Elysian at Centennial Hills""]"	"[""ACTIVE"",""DISABLED""]"	"[""lCF4gRC8Ha"",""08OEtANc11""]"
a01Dn00000HHS6OIAX	2	2024-10-29T18:44:21.000Z	2021-05-21T17:58:43.000Z	"[""The Marlowe"",""TheMarlowe-18822""]"	"[""ACTIVE"",""DISABLED""]"	"[""zdkLrBNOs7"",""9d3a452aa0""]"
a01Dn00000LENd6IAH	2	2024-10-26T17:41:11.000Z	2023-10-18T20:14:47.000Z	"[""EstatesofMcKinney-16033"",""Estates of McKinney""]"	"[""DISABLED"",""ACTIVE""]"	"[""a1dd133637"",""lyCRYZzRPk""]"
a01Dn00000HHGN4IAP	2	2024-10-25T18:45:03.000Z	2021-08-23T17:04:03.000Z	"[""Alina - Test Property"",""Alina""]"	"[""ACTIVE"",""ACTIVE""]"	"[""vI2pGIsPNl"",""g1rLMTcISb""]"
a01Dn00000HJSMpIAP	2	2024-10-23T17:58:19.000Z	2024-07-24T23:36:58.000Z	"[""Birdie On Woodland Greens - Guarantor"",""Birdie On Woodland Greens""]"	"[""ACTIVE"",""ACTIVE""]"	"[""327a90fff1"",""f735427eb3""]"
a01Dn00000HHYjlIAH	2	2024-10-23T16:24:01.000Z	2021-05-21T18:07:24.000Z	"[""Stillhouse Vinings"",""Stillhouse""]"	"[""DISABLED"",""DISABLED""]"	"[""ynZ7kAQG1i"",""bWO2nqqLmT""]"
a01Dn00000HHa3pIAD	3	2024-10-22T19:51:07.000Z	2023-11-01T16:52:33.000Z	"[""VYV North"",""VYV North"",""VYV North - Affordable""]"	"[""ACTIVE"",""DISABLED"",""DISABLED""]"	"[""Qoht4EVcNX"",""36d6a63eb6"",""20c825067c""]"
a01UL00000CT8pjYAD	2	2024-10-22T16:30:01.000Z	2024-10-16T15:34:50.000Z	"[""TheConfidential-18165"",""The Confidential - IDV ONLY""]"	"[""ACTIVE"",""DISABLED""]"	"[""395666e433"",""gl6XeP8T8W""]"
a01UL00000CTJzdYAH	2	2024-10-22T16:29:26.000Z	2024-10-16T10:58:48.000Z	"[""TheSplash-18165"",""The Splash - IDV ONLY""]"	"[""ACTIVE"",""DISABLED""]"	"[""f2dade4967"",""eS3C7QWrJK""]"
a01Dn00000HHlXUIA1	2	2024-10-18T17:05:47.000Z	2021-09-01T20:17:17.000Z	"[""Millhouse Station"",""Millhouse Station-never onboarded""]"	"[""ACTIVE"",""DISABLED""]"	"[""OSnv7BciNA"",""2GpkRUcVuC""]"
a01Dn00000HHXVQIA5	3	2024-10-17T18:41:07.000Z	2023-08-15T22:26:49.000Z	"[""Seville at Clay Crossing"",""Seville at Clay Crossing"",""Seville at Clay Crossing - Guarantor""]"	"[""ACTIVE"",""DISABLED"",""ACTIVE""]"	"[""2c8b6638fd"",""2Dgc8Oe7zJ"",""63373e13f4""]"
a01Dn00000HHVamIAH	2	2024-10-17T16:08:21.000Z	2024-10-17T16:06:30.000Z	"[""Point at Beaufont I & II"",""Point at Beaufont II - Duplicate""]"	"[""ACTIVE"",""DISABLED""]"	"[""8HvurQ36sh"",""qPFcuG90Cm""]"
a01Dn00000HHGJOIA5	3	2024-10-15T13:38:50.000Z	2024-10-15T13:38:41.000Z	"[""Addison Ridge Phase 2-1098-9ee9dc52-d253-4382-9a2a-386c9408fbd2"",""Addison Ridge Phase 3-1098-7f576bb1-d9c2-4300-aee9-c9d275cb14c7"",""Addison Ridge-1098-c4f25fcb-6324-40cc-b4eb-997bcb727850""]"	"[""ACTIVE"",""ACTIVE"",""ACTIVE""]"	"[""43fb0ac184"",""23981c564f"",""72a751d534""]"
a01Dn00000HHQxnIAH	2	2024-10-10T22:01:49.000Z	2023-12-13T17:38:41.000Z	"[""LegacyatFestival-17413"",""Legacy at Festival""]"	"[""DISABLED"",""ACTIVE""]"	"[""75ee255b14"",""75Gp45Udou""]"
a01Dn00000HHbUHIA1	2	2024-10-10T15:18:00.000Z	2023-05-16T12:45:59.000Z	"[""WatersEdge-17413"",""Waters Edge Apartments""]"	"[""DISABLED"",""ACTIVE""]"	"[""67fb77bd01"",""rjz8MyHg9l""]"
a01Dn00000HHHKPIA5	2	2024-10-08T21:03:10.000Z	2024-10-08T19:48:12.000Z	"[""Addison Apts at the Park"",""Addison Apts at the Park II""]"	"[""ACTIVE"",""ACTIVE""]"	"[""7ty7rE8kSO"",""mLkQIjVHvw""]"
a01Dn00000HHhsoIAD	2	2024-10-07T23:23:59.000Z	2023-12-13T17:36:03.000Z	"[""The Farmhouse at Easley"",""FarmhouseatEasley-17413""]"	"[""ACTIVE"",""DISABLED""]"	"[""Mv5Jf0QzIU"",""6c82c823b9""]"
a01Dn00000HHtU7IAL	2	2024-10-07T18:38:11.000Z	2024-08-13T22:59:14.000Z	"[""Westminster Club"",""Westminster Club""]"	"[""ACTIVE"",""DISABLED""]"	"[""YMqgFp13rA"",""hcl7R1q4Je""]"
a01Dn00000HHQdgIAH	2	2024-10-07T18:34:59.000Z	2024-08-13T22:46:58.000Z	"[""Lamar Lofts"",""Lamar Lofts""]"	"[""DISABLED"",""ACTIVE""]"	"[""d0uuGBkB88"",""TRTYOfWvb3""]"
a01Dn00000HHkBfIAL	2	2024-10-07T18:32:09.000Z	2024-08-13T22:51:22.000Z	"[""The Landings at North Ingle"",""The Landings at North Ingle""]"	"[""ACTIVE"",""DISABLED""]"	"[""UdDDUsaY39"",""cR9iTACUSZ""]"
a01Dn00000HHQDPIA5	2	2024-10-07T15:46:54.000Z	2022-09-26T20:27:55.000Z	"[""Kaleidoscope Apartments"",""Kaleidoscope Apartment Homes""]"	"[""DISABLED"",""ACTIVE""]"	"[""vJndG6YJr2"",""sSNWJhpTsF""]"
a01Dn00000HHKUlIAP	2	2024-10-07T15:45:27.000Z	2022-09-29T20:52:42.000Z	"[""Collage Apartments"",""Collage Apartment Homes""]"	"[""DISABLED"",""ACTIVE""]"	"[""DyuN9CILrK"",""l4mvyJI3BW""]"
a01Dn00000HHPobIAH	2	2024-10-07T15:01:03.000Z	2024-05-28T17:14:51.000Z	"[""Icon at Yorktown"",""IconatYorktown-17413""]"	"[""DISABLED"",""DISABLED""]"	"[""1UAoZqtIYV"",""282845355c""]"
a01Dn00000HHVouIAH	3	2024-10-05T17:38:42.000Z	2022-06-16T23:56:53.000Z	"[""TheStandardatCopperfield-17413"",""The Standard at Copperfield"",""Prose Copperfield""]"	"[""DISABLED"",""DISABLED"",""DISABLED""]"	"[""d96cf936c7"",""fuSBQgWBqI"",""pRP2waRlwz""]"
a01Dn00000HHYRGIA5	2	2024-10-04T22:00:51.000Z	2023-12-13T17:48:44.000Z	"[""TheSprings-17413"",""The Springs""]"	"[""DISABLED"",""DISABLED""]"	"[""3e27466e10"",""4JDK4QobRv""]"
a01Dn00000HHVotIAH	3	2024-10-04T21:37:50.000Z	2021-11-29T21:15:30.000Z	"[""TheStandardatChampions-17413"",""Standard at Champion"",""Prose Champions""]"	"[""DISABLED"",""DISABLED"",""DISABLED""]"	"[""ce280f109a"",""qrjyoGVMU1"",""BkKay9BX7j""]"
a01Dn00000HHGBuIAP	2	2024-10-04T21:16:36.000Z	2023-09-07T15:27:57.000Z	"[""Elliot Cocoplum"",""ElliotCocoplum-17651""]"	"[""DISABLED"",""ACTIVE""]"	"[""fd5X3OK156"",""bb91a2455b""]"
a01Dn00000HHZnKIAX	2	2024-10-04T20:30:00.000Z	2023-12-13T17:44:55.000Z	"[""Tremont at 22"",""Tremontat22-17413""]"	"[""ACTIVE"",""DISABLED""]"	"[""JMsO3uOiCj"",""fb947adaf3""]"
a01Dn00000HHP2hIAH	2	2024-10-04T18:14:49.000Z	2023-06-02T14:26:34.000Z	"[""Heritage Hills Townhomes-1906-641e73dc-80ec-425f-8085-58c0aa980711"",""Heritage Hills Townhomes""]"	"[""ACTIVE"",""DISABLED""]"	"[""e8f8ccc801"",""p3ASDUUAz4""]"
a01Dn00000HHso8IAD	2	2024-10-04T17:44:00.000Z	2023-12-13T17:40:23.000Z	"[""VillageatMidtown-17413"",""Village at Midtown""]"	"[""DISABLED"",""ACTIVE""]"	"[""acf6b15d4a"",""fV5XsmstW0""]"
a01Dn00000HHYjqIAH	3	2024-10-04T16:58:50.000Z	2024-07-09T22:39:35.000Z	"[""Stillwater"",""Stillwater"",""Stillwater - Guarantor""]"	"[""ACTIVE"",""DISABLED"",""DISABLED""]"	"[""1n2JdrFR4l"",""cffe8165f1"",""49d361b6f5""]"
a01UL00000C6jzgYAB	2	2024-10-04T16:48:29.000Z	2023-06-02T13:38:52.000Z	"[""The Aria at Heritage Hills"",""Aria at Heritage Hills-1906-a125d935-4b5d-428b-8544-a3bdaecd1a41""]"	"[""DISABLED"",""ACTIVE""]"	"[""67Nw73kFO3"",""f831998f39""]"
a01Dn00000HHhTMIA1	2	2024-10-04T16:48:23.000Z	2023-05-09T13:18:32.000Z	"[""East Forest Park"",""East Forest Park-1906-3f77c1f6-0d55-49eb-9bbc-6197cfbbbb1a""]"	"[""DISABLED"",""ACTIVE""]"	"[""uFTRI5SZsC"",""9df6577400""]"
a01Dn00000HHeGbIAL	2	2024-10-04T16:48:09.000Z	2023-05-10T14:20:43.000Z	"[""The Ascent East Nashville"",""Ascent East Nashville-1906-3f446fe2-1878-44cd-bbca-127baa41ba54""]"	"[""DISABLED"",""ACTIVE""]"	"[""2HyK4mwIap"",""8366f69c5a""]"
a01Dn00000HHtHKIA1	2	2024-10-04T16:47:59.000Z	2023-04-26T18:29:42.000Z	"[""Waterford Landings-1906-502d4828-1224-429b-a4ef-af1006d725b8"",""Waterford Landings""]"	"[""ACTIVE"",""DISABLED""]"	"[""bc4b8052d6"",""FmA2NZSBJL""]"
a01Dn00000HHhbvIAD	2	2024-10-04T15:46:15.000Z	2023-01-09T22:52:47.000Z	"[""ElliotRoswell-17651"",""Elliot Roswell Apartments""]"	"[""ACTIVE"",""DISABLED""]"	"[""61164689e0"",""Jb2OT5iVYn""]"
a01Dn00000HHk4fIAD	2	2024-10-03T22:58:33.000Z	2023-04-14T20:22:19.000Z	"[""Kenridge Apartments"",""Kenridge Apartments""]"	"[""DISABLED"",""ACTIVE""]"	"[""ByrWSd9Qma"",""AzkMplQK5Y""]"
a01Dn00000HHP8qIAH	2	2024-10-03T18:10:19.000Z	2023-03-01T16:20:24.000Z	"[""The Henry-Florida"",""The Henry Apartments""]"	"[""ACTIVE"",""DISABLED""]"	"[""A2MLGSg6WN"",""CDpuLXk64K""]"
a01Dn00000HHhhWIAT	3	2024-10-03T17:34:16.000Z	2023-11-13T18:15:00.000Z	"[""Enclave at 3230"",""Enclave at 3230"",""Enclave at 3230 - 18721""]"	"[""ACTIVE"",""DISABLED"",""DISABLED""]"	"[""KtJye0uWog"",""sWJca0OCRo"",""c394e1b059""]"
a01Dn00000HHipTIAT	2	2024-10-03T15:11:39.000Z	2023-01-09T22:54:57.000Z	"[""Halston Shiloh Valley Apartments"",""HalstonShilohValley-17651""]"	"[""DISABLED"",""DISABLED""]"	"[""085GXaGH4O"",""9bbf0e94b2""]"
a01Dn00000HHMsOIAX	2	2024-10-03T13:43:35.000Z	2023-01-09T22:56:53.000Z	"[""EstatesatLasColinas-17651"",""Estates at Las Colinas""]"	"[""DISABLED"",""DISABLED""]"	"[""0361180888"",""V2OOSszAQj""]"
a01Dn00000HHVovIAH	3	2024-10-03T02:37:24.000Z	2022-10-07T18:51:15.000Z	"[""Prose Cypress Creek"",""TheStandardatCypressCreek-17413"",""The Standard at Cypress Creek""]"	"[""DISABLED"",""DISABLED"",""DISABLED""]"	"[""SCUocFlynh"",""aa5031df63"",""uwEICEqVKj""]"
a01Dn00000HHQNVIA5	2	2024-10-02T18:26:44.000Z	2023-01-09T22:59:43.000Z	"[""Liv on the Green Apartment Homes"",""LivontheGreen-17651""]"	"[""DISABLED"",""DISABLED""]"	"[""AVH5JKUqEk"",""a21e5d89b5""]"
a01Dn00000HHsymIAD	2	2024-10-02T16:59:10.000Z	2023-11-17T19:39:32.000Z	"[""Villas of Mason Hills"",""Villas of Mason Hills""]"	"[""DISABLED"",""ACTIVE""]"	"[""0j2NNZV6Pv"",""e62036b854""]"
a01UL00000BxdWtYAJ	2	2024-10-02T14:32:44.000Z	2024-10-02T14:31:51.000Z	"[""Hawthorne Hill - HTH"",""Hawthorne Hill 2 - HT2""]"	"[""ACTIVE"",""ACTIVE""]"	"[""cf63da850f"",""8dc8ce0840""]"
a01Dn00000HHVoyIAH	3	2024-10-01T20:34:59.000Z	2022-07-28T17:20:52.000Z	"[""Prose Franz"",""The Standard at Franz"",""TheStandardatFranz-17413""]"	"[""DISABLED"",""DISABLED"",""DISABLED""]"	"[""4e7sVI1IIM"",""5aaNboPhVu"",""f9d2393ec5""]"
a01Dn00000HHZOXIA5	2	2024-10-01T16:29:44.000Z	2024-01-18T18:51:54.000Z	"[""The Sydney"",""The Sydney""]"	"[""ACTIVE"",""DISABLED""]"	"[""u1myxDF7Ho"",""hoyK7ctonw""]"
a01Dn00000HHlAKIA1	2	2024-09-30T21:55:17.000Z	2021-08-16T21:40:02.000Z	"[""Marquessa Villas"",""Marquessa Villas""]"	"[""ACTIVE"",""DISABLED""]"	"[""1m0UCP7mzK"",""KltM7qGePm""]"
a01Dn00000HHGaiIAH	2	2024-09-30T18:37:52.000Z	2023-01-09T22:55:55.000Z	"[""AnthemValleyRanch-17651"",""Anthem Valley Ranch""]"	"[""DISABLED"",""DISABLED""]"	"[""90cff95986"",""OC6IpJNCPc""]"
a01Dn00000HHRrDIAX	2	2024-09-30T17:29:22.000Z	2023-01-09T22:57:54.000Z	"[""MacArthurPlaceat183-17651"",""MacArthur Place at 183""]"	"[""ACTIVE"",""DISABLED""]"	"[""98b3923698"",""0CLPlGsxhT""]"
a01Dn00000HHlXdIAL	2	2024-09-30T17:05:04.000Z	2023-01-24T22:48:43.000Z	"[""Apartments at Midtown 501"",""TheApartmentsatMidtown501-17651""]"	"[""DISABLED"",""DISABLED""]"	"[""2pVvNousl1"",""1088e6cdf1""]"
a01Dn00000HHpO5IAL	2	2024-09-30T13:49:51.000Z	2023-09-29T19:43:15.000Z	"[""Resia Old Cutler-1761-048d79f3-09ce-4316-a068-1c6e0d1427ff"",""Resia Old Cutler New-1761-5f36b541-faff-445f-8253-174891beed07""]"	"[""DISABLED"",""DISABLED""]"	"[""c669c2d3f7"",""29fd7d3555""]"
a01Dn00000HHFvLIAX	2	2024-09-29T11:56:58.000Z	2023-09-14T18:15:48.000Z	"[""611 Park Avenue"",""611ParkAvenue-2485""]"	"[""DISABLED"",""ACTIVE""]"	"[""ctg6OEFn2B"",""ff71018df0""]"
a01Dn00000HHd6eIAD	2	2024-09-29T04:03:37.000Z	2023-08-29T20:02:28.000Z	"[""1111LightStreet-2485"",""1111 Light Street""]"	"[""ACTIVE"",""DISABLED""]"	"[""98ddaa7d87"",""cv4eU66rTd""]"
a01UL000002gOj7YAE	2	2024-09-28T17:20:12.000Z	2022-04-29T20:50:57.000Z	"[""The Burnham Nashville"",""The Burnham Nashville""]"	"[""DISABLED"",""ACTIVE""]"	"[""7078b61bee"",""1wFaXkTtCA""]"
a01Dn00000HHgiHIAT	3	2024-09-27T19:34:26.000Z	2023-11-17T19:29:05.000Z	"[""Cornerstone Ranch"",""Cornerstone Ranch - Guarantor"",""Cornerstone Ranch""]"	"[""ACTIVE"",""ACTIVE"",""DISABLED""]"	"[""31745e7e24"",""0afab7ce9a"",""G0D8vQCCWd""]"
a01Dn00000HHfQLIA1	2	2024-09-27T16:09:54.000Z	2023-08-07T12:57:54.000Z	"[""Canopy at Baybrook"",""Canopy at Baybrook""]"	"[""DISABLED"",""DISABLED""]"	"[""3T8j1heBZK"",""yueTP4sree""]"
a01Dn00000HHYqaIAH	2	2024-09-27T16:05:04.000Z	2023-08-07T13:06:40.000Z	"[""Stone Ridge"",""Stone Ridge""]"	"[""DISABLED"",""DISABLED""]"	"[""jlHNYNEHKY"",""MWNaL5ki4J""]"
a01Dn00000HHc7jIAD	3	2024-09-27T15:54:01.000Z	2021-09-09T18:30:14.000Z	"[""Whitehall Estates"",""Whitehall Estates"",""Whitehall Estates""]"	"[""DISABLED"",""DISABLED"",""DISABLED""]"	"[""wzTdqepvsV"",""vA0k8Z0873"",""MHca1eQnf5""]"
a01Dn00000HHPoLIAX	2	2024-09-27T02:59:09.000Z	2023-05-26T17:50:18.000Z	"[""ICONResidencesatTheRotunda-2485"",""ICON Residences at the Rotunda""]"	"[""ACTIVE"",""DISABLED""]"	"[""78f62cdc8f"",""mfP3wnLNvm""]"
a01Dn00000HHj64IAD	2	2024-09-26T21:11:36.000Z	2023-01-12T00:54:17.000Z	"[""The Hawthorne Apartments"",""The Hawthorne Apartments""]"	"[""DISABLED"",""ACTIVE""]"	"[""BlQQPZ7CI8"",""r6wINYR0kf""]"
a01Dn00000HHUucIAH	2	2024-09-26T18:41:35.000Z	2023-05-30T23:46:46.000Z	"[""Parkfield"",""Parkfield Apartment Homes""]"	"[""DISABLED"",""ACTIVE""]"	"[""8D2HQTevlx"",""8wxsXTXR9B""]"
a01Dn00000HHLmoIAH	2	2024-09-26T17:49:54.000Z	2021-08-16T21:40:54.000Z	"[""Deerwood Apartments"",""Deerwood Apartments""]"	"[""DISABLED"",""ACTIVE""]"	"[""vu37PcIwDK"",""R6It96ijlt""]"
a01Dn00000HHXtIIAX	2	2024-09-26T17:42:41.000Z	2023-05-30T21:37:57.000Z	"[""Sienna at Cherry Creek Apartments"",""Sienna at Cherry Creek""]"	"[""ACTIVE"",""DISABLED""]"	"[""N2CpFbEd1E"",""PS3UHmcXKP""]"
a01Dn00000HHXKNIA5	3	2024-09-26T13:16:26.000Z	2022-12-15T23:39:31.000Z	"[""Seascape Pointe"",""Seascape Pointe"",""Seascape Pointe""]"	"[""DISABLED"",""DISABLED"",""DISABLED""]"	"[""LgcPOsnirl"",""AYcciAR7lL"",""1104cbdabf""]"
a01Dn00000HHtVHIA1	2	2024-09-26T13:08:33.000Z	2024-01-16T18:02:21.000Z	"[""Weston Park at Longwood Station"",""Weston Park at Longwood Station-1911-310f9c15-13cf-4bf6-a704-90d1523e1b30""]"	"[""DISABLED"",""ACTIVE""]"	"[""Mk343pjUa8"",""0aea4507b3""]"
a01Dn00000HHoNKIA1	2	2024-09-25T22:42:09.000Z	2023-11-09T16:44:15.000Z	"[""Kitterman Woods"",""Kitterman Woods""]"	"[""ACTIVE"",""DISABLED""]"	"[""Q3feOz4bHt"",""CEaEk24FOg""]"
a01Dn00000HJEo1IAH	2	2024-09-25T20:00:29.000Z	2024-06-21T17:23:46.000Z	"[""Park East - Please delete"",""Park East""]"	"[""DISABLED"",""ACTIVE""]"	"[""rIt0Vo8Pc2"",""sloLHk3HE6""]"
a01Dn00000HHf8pIAD	2	2024-09-25T14:39:30.000Z	2021-12-15T19:12:34.000Z	"[""Axis Midtown - Guarantor"",""Broadstone Midtown""]"	"[""DISABLED"",""DISABLED""]"	"[""688813708d"",""JDF9uWk4Kn""]"
a01Dn00000HHZLoIAP	2	2024-09-25T01:47:53.000Z	2024-09-17T22:57:01.000Z	"[""Tanner Flats Apartments - 18165"",""Tanner Flats Apartments - IDV ONLY""]"	"[""ACTIVE"",""DISABLED""]"	"[""e87467eca8"",""geBdDMgOpc""]"
a01Dn00000HHazWIAT	2	2024-09-24T22:51:03.000Z	2024-09-17T23:01:16.000Z	"[""The Villas at Kennedy Creek Apartments - IDV ONLY"",""The Villas at Kennedy Creek Apartments - 18165""]"	"[""DISABLED"",""ACTIVE""]"	"[""L7CM7ZnyTJ"",""2ce22b6b45""]"
a01Dn00000HHMNlIAP	3	2024-09-24T21:20:35.000Z	2022-02-07T23:57:47.000Z	"[""The Edge at Flagler Village"",""The Edge by Common"",""Edge at Flagler Village""]"	"[""DISABLED"",""DISABLED"",""ACTIVE""]"	"[""AXIcOO5DIH"",""NDJm3kEw6k"",""MhfwuW6CWC""]"
a01Dn00000LEPuHIAX	2	2024-09-24T15:03:16.000Z	2023-11-01T17:01:52.000Z	"[""VYV South"",""VYV South""]"	"[""DISABLED"",""ACTIVE""]"	"[""05e74d9637"",""51v7maHBy4""]"
a01Dn00000HHWW0IAP	3	2024-09-24T14:15:37.000Z	2023-07-12T21:37:10.000Z	"[""The Reserve at Nocatee"",""The Reserve at Nocatee"",""The Reserve at Nocatee""]"	"[""ACTIVE"",""DISABLED"",""DISABLED""]"	"[""GZilP6T5yO"",""G3q0Sm1yXo"",""LKh9Optal8""]"
a01Dn00000HHFVfIAP	2	2024-09-24T07:14:09.000Z	2023-09-14T18:14:36.000Z	"[""500 Park Avenue"",""500 Park Avenue - 2485""]"	"[""DISABLED"",""ACTIVE""]"	"[""mgJQve6kui"",""ceaa14b0ce""]"
a01Dn00000HHY03IAH	2	2024-09-23T17:23:22.000Z	2021-06-29T22:52:12.000Z	"[""Sophia Square"",""Sophia Square""]"	"[""ACTIVE"",""DISABLED""]"	"[""N2xKPIUj3f"",""AESfiEXthN""]"
a01Dn00000HHayyIAD	2	2024-09-22T18:51:36.000Z	2024-08-06T17:38:57.000Z	"[""Atlas at Bay Point"",""Atlas at Bay Point- Wrong Comapny""]"	"[""DISABLED"",""DISABLED""]"	"[""xXkkGkETcj"",""fvQlL7PJDN""]"
a01Dn00000HHYHeIAP	2	2024-09-21T19:14:14.000Z	2023-08-09T17:58:20.000Z	"[""Sovereign at Overland Park"",""Sovereign at Overland Park""]"	"[""DISABLED"",""DISABLED""]"	"[""d9dea892e9"",""7BI6OiWJBp""]"
a01Dn00000HHpm4IAD	2	2024-09-20T21:03:08.000Z	2024-09-17T22:51:53.000Z	"[""River Ridge Apartments - 18165"",""River Ridge Apartments - IDV ONLY""]"	"[""ACTIVE"",""DISABLED""]"	"[""df26421e61"",""vOkkEc1a2k""]"
a01Dn00000HHOdnIAH	2	2024-09-20T17:30:56.000Z	2024-09-17T23:04:35.000Z	"[""The Grove at City Center Apartments - IDV ONLY"",""Grove at City Center - 18165""]"	"[""DISABLED"",""ACTIVE""]"	"[""fZSo1pYgaT"",""4f9c758152""]"
a01Dn00000HJW4nIAH	2	2024-09-20T17:18:26.000Z	2024-08-30T00:32:30.000Z	"[""Republic at Alamo Height"",""Republic at Alamo Heights - Guarantor""]"	"[""ACTIVE"",""ACTIVE""]"	"[""58aa2aff4d"",""346c0c61cd""]"
a01Dn00000HHXt9IAH	2	2024-09-20T17:18:07.000Z	2024-09-17T22:53:36.000Z	"[""Sienna Pointe Apartments - IDV ONLY"",""Sienna Pointe Apartments - 18165""]"	"[""DISABLED"",""ACTIVE""]"	"[""2mmmLExRD1"",""92a48fcb46""]"
a01Dn00000HHJ34IAH	2	2024-09-20T16:22:22.000Z	2024-09-17T22:40:13.000Z	"[""Brookstone at Edgewater Townhomes - IDV ONLY"",""Brookstone at Edgewater Townhomes - 18165""]"	"[""DISABLED"",""ACTIVE""]"	"[""iHPlnjY3Er"",""ebe9f92d97""]"
a01Dn00000HHGe6IAH	3	2024-09-20T15:35:47.000Z	2023-08-15T21:31:23.000Z	"[""Alvista Round Rock"",""Alvista Round Rock - Guarantor"",""Alvista Round Rock""]"	"[""ACTIVE"",""ACTIVE"",""DISABLED""]"	"[""a79e6d8df8"",""5a7287e99d"",""qOAeUzGpib""]"
a01Dn00000HHI2WIAX	2	2024-09-19T22:44:26.000Z	2024-09-19T22:44:26.000Z	"[""Belmont Crossing - Please delete"",""Belmont Crossing""]"	"[""DISABLED"",""ACTIVE""]"	"[""PGGrbrK4v7"",""0jiHnyN8H7""]"
a01Dn00000HHvr1IAD	2	2024-09-19T22:33:44.000Z	2024-02-13T22:50:37.000Z	"[""Enclave at Woodland Lakes"",""Enclave at Woodland Lakes""]"	"[""DISABLED"",""ACTIVE""]"	"[""GhwpziTiqE"",""Rrh9y421cD""]"
a01Dn00000HHcSAIA1	2	2024-09-19T21:07:29.000Z	2024-09-17T22:58:47.000Z	"[""The Windward Apartments - 18165"",""The Windward Apartments - IDV ONLY""]"	"[""ACTIVE"",""DISABLED""]"	"[""879f056ce5"",""YjxmcxTyO8""]"
a01Dn00000HHQ5sIAH	2	2024-09-19T20:41:59.000Z	2024-09-17T22:45:59.000Z	"[""Janus Apartments - IDV ONLY"",""Janus Apartments - 18165""]"	"[""DISABLED"",""ACTIVE""]"	"[""a1qM0B1nNQ"",""d7db390a9e""]"
a01UL000008sXjxYAE	2	2024-09-19T19:04:49.000Z	2024-09-17T22:38:21.000Z	"[""Bellevue Crossing Apartments - IDV ONLY"",""Bellevue Crossing Apartments - 18165""]"	"[""DISABLED"",""ACTIVE""]"	"[""m9vASRRzBQ"",""5e0d95b612""]"
