,Property Name,Previous Property Name,Street Address,City,State,Zip,Sales Rep,Snappt POC, Property Unit Count ,FD Start Date (Customer Start Date),IDV Start Date,IV/CP Start Date,Onboarded Revenue Helper Column - Start Date Check,Billing Software,Property Billing Contact,Corporate Billing Contact,PMS,Rev Model,Monthly Rev (MRR),Monthly Minimum ,Contract Type,MGMT,SFDC Property ID,Ownership,Ownership Contact Name + Email Address,"Building Contact Name aka Primary Point of Contact (at Property)
[OPTIONAL]","Contact Info
[OPTIONAL]","Regional Manager
[OPTIONAL]",Status,,1-5k 4/29/25 roll out
New Property,Steele Creek Apartments,,11500 Summit West Blvd,Tampa,FL,,DC,Jodi,  266 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$178.93,,30 out (month to month),UDR,a01Dn00000HHrasIAD,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,TEN20,,1020 108th Avenue NE,Seattle,WA,,DC,Jodi,  129 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$86.77,,30 out (month to month),UDR,a01Dn00000HHrsbIAD,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Ashton at Waterford Lakes,,12137 Ashton Manor Way,Orlando,FL,,DC,Jodi,  292 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$196.42,,30 out (month to month),UDR,a01Dn00000HHeP8IAL,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Breyley Apartments,,1820 Sunset Point Rd,Tampa,FL,,DC,Jodi,  209 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$140.59,,30 out (month to month),UDR,a01Dn00000HHfATIA1,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Canal,,2061 Wittington Place,Dallas,TX,,DC,Jodi,  636 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$427.81,,30 out (month to month),UDR,a01Dn00000HHJX8IAP,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Carriage Homes at Wyndham,,5600 Mulholland Drive,Richmond,VA,,DC,Jodi,  265 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$178.25,,30 out (month to month),UDR,a01Dn00000HHfa7IAD,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Colonnade,,4100 Central Pike,Nashville,TN,,DC,Jodi,  288 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$193.73,,30 out (month to month),UDR,a01Dn00000HHgTQIA1,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Commons at Windsor Gardens,,624 Walpole Street,Boston,MA,,DC,Jodi,  914 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$614.81,,30 out (month to month),UDR,a01Dn00000HHgWTIA1,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Courts at Huntington Station,,5950 Grand Pavilion Way,Metro DC,VA,,DC,Jodi,  421 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$283.19,,30 out (month to month),UDR,a01Dn00000HHLBnIAP,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The George Apartments,,140 Valley Green Lane,Philadelphia,PA,,DC,Jodi,  200 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$134.53,,30 out (month to month),UDR,a01Dn00000HHNuMIAX,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Hawthorne Apts,,14701 Main Street,Seattle,WA,,DC,Jodi,  284 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$191.04,,30 out (month to month),UDR,a01Dn00000HHj67IAD,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Kennedy Building,,907 NE 45th St,Seattle,WA,,DC,Jodi,  125 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$84.08,,30 out (month to month),UDR,a01Dn00000HHjwkIAD,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Preserve at Brentwood,,370 Oakley Drive,Nashville,TN,,DC,Jodi,  360 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$242.16,,30 out (month to month),UDR,a01Dn00000HHVyzIAH,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Preserve at Gateway,,11800 9th Street N,Tampa,FL,,DC,Jodi,  240 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$161.44,,30 out (month to month),UDR,a01Dn00000HHVzRIAX,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Reserve and The Park at Riverbridge,,50 Olive Tree Circle,West Palm Beach,FL,,DC,Jodi,  636 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$427.81,,30 out (month to month),UDR,a01Dn00000HHWMeIAP,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Slade at Channelside,,1190 East Washington Street,Tampa,FL,,DC,Jodi,  294 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$197.76,,30 out (month to month),UDR,a01Dn00000HHvBqIAL,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Smith Valley Forge,,580 S. Goddard Boulevard,Philadelphia,PA,,DC,Jodi,  320 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$215.25,,30 out (month to month),UDR,a01Dn00000HHY5YIAX,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Villas at Fiori,,4030 Vitruvian Way,Dallas,TX,,DC,Jodi,  85 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$57.18,,30 out (month to month),UDR,a01UL00000CaWVVYA3,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Vintage Lofts at West End,,370 Oakley Drive,Tampa,FL,,DC,Jodi,  252 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$169.51,,30 out (month to month),UDR,a01Dn00000HHb8KIAT,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,The Whitmore,,4301 Columbia Pike,Metro DC,VA,,DC,Jodi,  219 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$147.31,,30 out (month to month),UDR,a01Dn00000HHc8qIAD,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,THIRTY377,,3377 Blackburn St.,Dallas,TX,,DC,Jodi,  305 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$205.16,,30 out (month to month),UDR,a01Dn00000HHZZtIAP,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,Towson Promenade,,707 York Road,Baltimore,MD,,DC,Jodi,  379 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$254.94,,30 out (month to month),UDR,a01Dn00000HHsHiIAL,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,Tualatin Heights,,9301 SW Sagert St,Portland,OR,,DC,Jodi,  220 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$147.99,,30 out (month to month),UDR,a01Dn00000HHsT6IAL,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,Union Place Apts,,10 Independence Way,Boston,MA,,DC,Jodi,  300 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$201.80,,30 out (month to month),UDR,a01Dn00000HHa8kIAD,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,View 14,,2303 14th St NW,Metro DC,DC,,DC,Jodi,  185 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$124.44,,30 out (month to month),UDR,a01Dn00000HHaepIAD,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,View 34,,401 E 34th St,New York,NY,,DC,Jodi,  740 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$497.77,,30 out (month to month),UDR,a01Dn00000HHaetIAD,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,Villaggio,,1701 E Debbie Lane,Dallas,TX,,DC,Jodi,  273 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$183.64,,30 out (month to month),UDR,a01Dn00000HHsrUIAT,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,Vitruvian West,,3801 Vitruvian Way,Dallas,TX,,DC,Jodi,  383 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$257.63,,30 out (month to month),UDR,a01Dn00000HHb7NIAT,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,Vitruvian West 2,,3725 Vitruvian Way,Dallas,TX,,DC,Jodi,  366 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$246.19,,30 out (month to month),UDR,a01Dn00000HHb7OIAT,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,Vitruvian West 3,,3720 Westgate Lane,Dallas,TX,,DC,Jodi,  405 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$272.43,,30 out (month to month),UDR,a01Dn00000HHb7PIAT,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,Waterside at Ironbridge,,11800 Lake Falls Dr,Richmond,VA,,DC,Jodi,  265 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$178.25,,30 out (month to month),UDR,a01Dn00000HHbYrIAL,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,Waterside Towers and Townhomes,,907 6th Street SW,Metro DC,DC,,DC,Jodi,  550 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$369.96,,30 out (month to month),UDR,a01Dn00000HHbYjIAL,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,Wellington Place at Olde Town,,10303 7th Regiment Drive,Metro DC,VA,,DC,Jodi,  372 ,10/8/2024,,,,,,cnbrown@udr.com,,PPR,$250.23,,30 out (month to month),UDR,a01Dn00000HHtLfIAL,,,Chris Brown,cnbrown@udr.com,cnbrown@udr.com,,,#N/A
New Property,Lenox Heights,,333 W 24th St,Houston,TX,,FF,Matt,  359 ,10/9/2024,12/18/24,12/18/24,,Ops,,,,SaaS,$448.75,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01Dn00000HJ217IAD,,,Ciera Francois Woods,cfrancoiswoods@zrsmanagement.com,mbx@zrsmanagement.com,,,#N/A
New Property,Barranca LA,,2020 Barranca St,Los Angeles,CA,90031,DC,Matt,  200 ,10/9/2024,10/9/2024,9/30/2024,,,,accountspayable@oropropertiesla.com,AppFolio,SaaS,$300.00,,60 day out (COM exempt),ORO Properties LA,a01Dn00000HHeYFIA1,,,Arnoldo Garcia,barranca@oropropertiesla.com,supervisor@oropropertiesla.com,,,#N/A
New Property,Allora River Ridge,,11691 Buchner Drive,New Port Richey,FL,34654,FF,Terene,  330 ,10/9/2024,12/18/24,12/18/24,,Ops,,cchambers@zrsmanagement.com,,SaaS,$412.50,,12 month annual (COM or owner request exempt),ZRS Management LLC,a01UL00000C9pXRYAZ,,,Claire Chambers,cchambers@zrsmanagement.com,kmanning@zrsmanagement.com,,,#N/A
New Property,Soho Parkway,,6653 McKinney Ranch Pkwy,Mckinney,TX,75070,FF,Terene,  379 ,10/9/2024,Opt out,3/25/25,,VendorCafe,,,,SaaS,$473.75,,12 month annual (COM Exempt),Berkshire Residential,a01Dn00000HHvDyIAL,,,Joshua Pace,jpace@berkshireresi.com,cgerstenberger@berkshireresi.com,,,#N/A
New Property,Park East,,,Los Angeles,CA,,DC,Matt,  280 ,10/9/2024,4/3/2025,4/3/2025,,GCB,,,,SaaS,$350.00,,30 day out,Greystar,a01Dn00000HJEo1IAH,,,Starlina McKinney,parkeastla@greystar.com,khristina.dundon@greystar.com,,,#N/A
New Property,The Dakota,,6205 Pacific Ave SE,Lacey,WA,98503,DC,Brooke,  156 ,12/27/2022,,5/6/25,,GCB,,,,SaaS,$195.00,,30 day out,Greystar,a01Dn00000HHLs6IAH,,,,thedakotawamgr@greystar.com,,,,#N/A
New Property,1202 Pearl,,1202 North Pearl Street,Tacoma,WA,98406,DC,Brooke,  330 ,5/17/2022,,5/6/25,,GCB,,,,SaaS,$412.50,,30 day out,Greystar,a01Dn00000HHEwoIAH,,,,1202pearlmgr@greystar.com,,,,#N/A
Win Back (over 90 days),The Fairways,,"4901 Fairwood Blvd NE,",Tacoma,WA,98422,DC,Brooke,  545 ,12/22/2022,,5/6/25,,GCB,,,,SaaS,$681.25,,30 day out,Greystar,a01Dn00000HHN0pIAH,,,,thefairwaysmgr@greystar.com,,,,#REF!
New Property,Luke,,8280 164th Ave NE,Redmond,WA,98052,DC,Brooke,  208 ,2/23/2024,,5/6/25,,GCB,,,,SaaS,$260.00,,30 day out,Greystar,a01Dn00000HHks0IAD,,,,thelukemgr@greystar.com,,,,#N/A
New Property,Viktoria,,1915 2nd Ave,Seattle,WA,98101,DC,Brooke,  249 ,3/24/2023,,5/6/25,,GCB,,,,SaaS,$311.25,,30 day out,Greystar,a01Dn00000HHakAIAT,,,,viktoriamgr@greystar.com,,,,#N/A
COM (over 90 days),The Bowie,,311 Bowie Street,Austin,TX,78703,KR,Matt,  353 ,10/10/2024,,,,,,thebowieinvoices@rpmliving.com,,SaaS,$441.25,,30 day out,RPM Living,a01UL000007a3R9YAI,,,Brandon Venema,brandon.venema@rpmliving.com,michelle.donaldson@rpmliving.com,,,#N/A
New Property,RE150,,150 Rivers Edge Dr,Medford,MA,2155,FF,Jarrod,  282 ,10/10/2024,,5/6/25,,,,,Yardi,SaaS,$352.50,,30 day out,Greystar,a01Dn00000HHp6bIAD,,,Mark Johnson,mark.johnson2@greystar.com,christina.richter@greystar.com,,,#N/A
New Property,Birchway Tropicana,,1635 East Tropicana Avenue,Las Vegas,NV,89119,DC,Matt,  284 ,10/15/2024,10/15/2024,,,GCB,,,Entrata,SaaS,$355.00,,30 day out,Greystar,a01Dn00000HJ7u9IAD,,,Brenda Camacho,birchwaytropicanamgr@greystar.com,joseph.labonte@greystar.com,,,#N/A
New Property,Candour House,,1050 Slater Rd,Durham,NC,27703,LS,Matt,  276 ,10/15/2024,10/15/2024,,,GCB,,,RealPage,SaaS,$345.00,,30 day out,Greystar,a01Dn00000HHfNaIAL,,,Natasha Pinckney,natasha.pinckney@greystar.com,kelli.lea@greystar.com,,,#N/A
New Property,Overlook Club,,2600 Castleberry Road,Cumming,GA,30040,FF,Matt,  64 ,10/15/2024,,,,,,,Yardi,SaaS,$80.00,$100.00,STRATEGIC,Asset Living,a01Dn00000HJ5n3IAD,,,Angela Brooks,angela.brooks@assetliving.com,debra.freeman@assetliving.com,,,#N/A
New Property,Marlowe Jacaranda,,9720 Beaming Road,Venice,FL,34292,FF,Matt,  240 ,10/16/2024,,5/6/25,,GCB,,,Yardi,SaaS,$300.00,,30 day out,Greystar,a01UL00000COTwZYAX,,,Cheryl Christy,marlowejacarandamgr@greystar.com,theresa.barrios@greystar.com,,,#N/A
New Property,Lakeshore at Preston,,3700 Preston Rd,Plano,TX,75093,KR,Jarrod,  302 ,10/16/2024,10/16/2024,,,,,cm.lakeshoreatpreston@comunaliving.com,Yardi,SaaS,$453.00,,Find Contract,Cardinal Group Management,a01Dn00000HHQphIAH,,,TBD,cm.lakeshoreatpreston@comunaliving.com,rhenochowicz@comunaliving.com,,,#N/A
New Property,City Views,,3021 Southwest Bradford Street,Seattle,WA,98126,DC,Jarrod,  107 ,10/16/2024,10/16/2024,10/16/2024,,,,cityviews@alliedresidential.com,Yardi,SaaS,$160.50,,Find Contract,Allied Residential,a01Dn00000HHKHeIAP,,,Ryan Cornleson,cityviews@alliedresidential.com,lmichael@alliedresidential.com,,,#N/A
New Property,Phoenix Court,,23913 111th Place Southeast,Kent,WA,98031,DC,Jarrod,  204 ,10/16/2024,10/16/2024,10/16/2024,,,,phoenixcourt@alliedresidential.com,Yardi,SaaS,$306.00,,Find Contract,Allied Residential,a01Dn00000HHKHeIAP,,,Emily Johnson,phoenixcourt@alliedresidential.com,lmichael@alliedresidential.com,,,#N/A
New Property,Artisan at Brightleaf,,2015 Cooper Leaf Pkwy,Durham,NC,27703,LS,Jarrod,  328 ,10/16/2024,10/16/2024,,,GCB,,artisanbrightleafmgr@greystar.com,RealPage,SaaS,$410.00,,30 day out,Greystar,a01Dn00000HHH7vIAH,,,Quendra McDonald,artisanbrightleafmgr@greystar.com,kimberly.hayworth@greystar.com,,,#N/A
New Property,The Duke Metrocenter,,131 Great Circle Road,Nashville,TN,37228,SN,Jarrod,  194 ,10/16/2024,,5/6/25,,GCB,,,,SaaS,$242.50,,30 day out,Greystar,a01UL00000COExQYAX,,,Susan Imm,dukemetrocentermgr@greystar.com,soundwater@greystar.com,,,#N/A
New Property,SG Real Estate,,2105 Martin Luther King Junior Way,Berkeley,CA,94704,DC,Matt,  - ,10/16/2024,10/16/2024,10/16/2024,,,,,AppFolio,PPR,$15.00,,30 dayout (month to month),SG Real Estate,a01UL00000CQu9WYAT,,,CJ Panateleon,cj@sgrealestateco.com,david@sgrealestateco.com,,,#N/A
New Property,The Dillon Residential,,401 W Hargett St,Raleigh,NC,27601,DC,Matt,  271 ,10/17/2024,,5/6/25,,GCB,,,,SaaS,$338.75,,30 day out,Greystar,a01Dn00000HHhK0IAL,,,Breanna Edmunds,thedillonmgr@greystar.com,angel.oliver@greystar.com,,,#N/A
New Property,The Courtney at Universal Boulevard,,9703 Avellino Ave,Orlando,FL,32819,FF,Ben,  355 ,10/17/2024,,,,Vendor Cafe,,tenriquezdrosky@bellpartnersinc.com,Yardi,SaaS,$443.75,,30 day out,Bell Partners,a01Dn00000HHLBiIAP,,,Trish Enriquez-Drosky,tenriquezdrosky@bellpartnersinc.com,aotey@bellpartnersinc.com,,,#N/A
COM (over 90 days),Current,,1551 Union St,San Diego,CA,92101,DC,Jarrod,  144 ,10/18/2024,,,,,,,,SaaS,$180.00,,30 day out,RPM Living,a01Dn00000HHnv8IAD,,,Kelsey Kugler,kelsey.kugler@rpmliving.com,kelsey.kugler@rpmliving.com,,,YES
New Property,Beacon Station,,1480 Wrightsboro Rd,Augusta,GA,30901,FF,Jarrod,  221 ,10/21/2024,10/21/24,12/18/24,,Ops,,beaconstation-cm@pegasusresidential.com,,SaaS,$276.25,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHHtVIAX,,,"Hobbs, Amber",beaconstation-cm@pegasusresidential.com,cking@pegasusresidential.com,,,#N/A
New Property,Millhouse Station,,636 11th Street,Augusta,GA,30901,FF,Jarrod,  155 ,10/21/2024,10/21/24,12/18/24,,Ops,,MillhouseStation-pm@pegasusresidential.com,,SaaS,$193.75,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHlXUIA1,,,"Sherman, Stephanie S.",MillhouseStation-pm@pegasusresidential.com,cking@pegasusresidential.com,,,#N/A
New Property,District,,100 District Dr,Asheville,NC,28803,FF,Jarrod,  309 ,10/21/2024,10/21/24,12/18/24,,Ops,,thedistrict-pm@pegasusresidential.com,,SaaS,$386.25,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHLtGIAX,,,"King, Eliza",thedistrict-pm@pegasusresidential.com,ekirchmeyer@pegasusresidential.com,,,#N/A
New Property,Addie,,1408 Montgomery St,Savannah,GA,31401,FF,Jarrod,  95 ,10/21/2024,10/21/24,12/18/24,,ops,,addie-pm@pegasusresidential.com,,SaaS,$118.75,,12 month Annual (COM exempt),Pegasus Residential,a01UL00000CQeCbYAL,,,Hannah McGrath,addie-pm@pegasusresidential.com,hjohnson@pegasusresidential.com,,,#N/A
New Property,Line,,300 E Broad St,Savannah,GA,31401,FF,Jarrod,  219 ,10/21/2024,10/21/24,12/18/24,,,,theline-pm@pegasusresidential.com,,SaaS,$273.75,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HJ3akIAD,,,"Douglas, Lauren C.",theline-pm@pegasusresidential.com,hjohnson@pegasusresidential.com,,,#N/A
New Property,Ascent Apartment Homes,,99 Ascension Drive,Asheville,NC,28806,FF,Jarrod,  392 ,10/21/2024,10/21/24,12/18/24,,Ops,,ascent-pm@pegasusresidential.com,,SaaS,$490.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHSQuIAP,,,Stephanie Haney,ascent-pm@pegasusresidential.com,kcombs@pegasusresidential.com,,,#N/A
New Property,Nova at Biltmore Park,,300 Long Shoals Road,Arden,NC,28704,FF,Jarrod,  392 ,10/21/2024,10/21/24,12/18/24,,Ops,,nova-pm@pegasusresidential.com,,SaaS,$490.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHi46IAD,,,Michaela Montgomery,nova-pm@pegasusresidential.com,kcombs@pegasusresidential.com,,,#N/A
New Property,Chapel Creek,,1600 Winters Creek Dr,Atlanta,GA,30360,FF,Matt,  200 ,10/21/2024,10/21/24,12/18/24,,Ops,,ChapelCreek-pm@pegasusresidential.com,,SaaS,$250.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHK1YIAX,,,"Damacio, Lori",ChapelCreek-pm@pegasusresidential.com,mspellman@pegasusresidential.com,,,#N/A
New Property,Parc at 1695,,1695 Graves Rd.,Norcross,GA,30093,FF,Matt,  252 ,10/21/2024,10/21/24,12/18/24,,ops,,parcat1695-cm@pegasusresidential.com,,SaaS,$315.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHUWJIA5,,,"Robertson, Anabel",parcat1695-cm@pegasusresidential.com,mspellman@pegasusresidential.com,,,#N/A
New Property,Patriots Place,,4084 Case Point/4750 Mac Road/4130 Barrington Drive,Valdosta,GA,31605,FF,Matt,  142 ,10/21/2024,10/21/24,12/18/24,,Ops,,patriotsplace-pm@pegasusresidential.com,,SaaS,$177.50,,12 month Annual (COM exempt),Pegasus Residential,a01UL00000CQXHbYAP,,,"Sledge, Stephanie",patriotsplace-pm@pegasusresidential.com,mspellman@pegasusresidential.com,,,#N/A
New Property,Thomaston Crossing,,5744 Thomaston Rd,Macon,GA,31220,FF,Matt,  250 ,10/21/2024,10/21/24,12/18/24,,Ops,,thomastoncrossing-pm@pegasusresidential.com,,SaaS,$312.50,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHZabIAH,,,"Queen, Melissa L.",thomastoncrossing-pm@pegasusresidential.com,mspellman@pegasusresidential.com,,,#N/A
New Property,Heron Reserve,,3301 Glenn McConnell Parkway,Charleston,SC,29414,FF,Matt,  272 ,10/21/2024,10/21/24,12/18/24,,Ops,,HeronReserve-pm@pegasusresidential.com,,SaaS,$340.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHPCdIAP,,,"Mylin, Julie W.",HeronReserve-pm@pegasusresidential.com,mgordon@pegasusresidential.com,,,#N/A
New Property,Retreat at Hunt Hill,,32 Ardmion Park,Asheville,NC,28801,FF,Shelby,  180 ,10/21/2024,10/21/24,12/18/24,,Ops,,HuntHill-CM@pegasusresidential.com,,SaaS,$225.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHph4IAD,,,Paris Topazi,HuntHill-CM@pegasusresidential.com,mkingson@pegasusresidential.com,,,#N/A
New Property,Uptown Gardens,,517 West 8th Street,Charlotte,NC,28202,FF,Shelby,  120 ,10/21/2024,10/21/24,12/18/24,,Ops,,UptownGardens-pm@pegasusresidential.com,,SaaS,$150.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHaAmIAL,,,"Turner, Robin",UptownGardens-pm@pegasusresidential.com,vbeaman@pegasusresidential.com,,,#N/A
New Property,Environs Lofts at East 54,,5105 Environ Way,Chapel Hill,NC,27517,FF,Shelby,  58 ,10/21/2024,10/21/24,12/18/24,,Ops,,EnvironsLofts-PM@pegasusresidential.com,,SaaS,$72.50,$100.00,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHhjOIAT,,,Kristen Tahey,EnvironsLofts-PM@pegasusresidential.com,carmstrong@pegasusresidential.com,,,#N/A
New Property,Millspring Commons,,9318 Tarheel Terrace,Richmond,VA,23228,FF,Ella,  159 ,10/21/2024,10/21/24,12/18/24,,Ops,,millspringcommons-pm@pegasusresidential.com,,SaaS,$198.75,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHlYuIAL,,,"Walker, Sara",millspringcommons-pm@pegasusresidential.com,dmaddox@pegasusresidential.com,,,#N/A
New Property,Park West End,,5300 Glenside Dr,Richmond,VA,23228,FF,Ella,  312 ,10/21/2024,10/21/24,12/18/24,,Ops,,ParkWestEnd-pm@pegasusresidential.com,,SaaS,$390.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHUnAIAX,,,Cassandra Pavey,ParkWestEnd-pm@pegasusresidential.com,dmaddox@pegasusresidential.com,,,#N/A
New Property,South Ridge,,823 South Church St,Greenville,SC,29601,FF,Ella,  350 ,10/21/2024,10/21/24,12/18/24,,ops,,Southridge-CM@pegasusresidential.com,,SaaS,$437.50,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHYLnIAP,,,"Briggs, Bianca",Southridge-CM@pegasusresidential.com,dmaddox@pegasusresidential.com,,,YES
New Property,Azalea Village,,4200 Community Drive,West Palm Beach,FL,33409,FF,Ella,  384 ,10/21/2024,10/21/24,12/18/24,,Ops,,azaleavillage-pm@pegasusresidential.com,,SaaS,$480.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHeV2IAL,,,"Iglesias-Terrell, Aja L.",azaleavillage-pm@pegasusresidential.com,jerazo@pegasusresidential.com,,,YES
New Property,Bal Harbour,,9930 Collins Ave,Miami Beach,FL,33154,FF,Bryan,  16 ,10/21/2024,10/21/24,12/18/24,,Ops,,marinadelmar-PM@pegasusresidential.com,,SaaS,$20.00,$100.00,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HJ4DGIA1,,,Lissette Cotto,marinadelmar-PM@pegasusresidential.com,jerazo@pegasusresidential.com,,,YES
New Property,Fairway View,,6881 NW 173 Drive,Hialeah,FL,33015,FF,Bryan,  301 ,10/21/2024,10/21/24,12/18/24,,Ops,,fairwayview-pm@pegasusresidential.com,,SaaS,$376.25,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHN0KIAX,,,"Solano, Soraya",fairwayview-pm@pegasusresidential.com,jerazo@pegasusresidential.com,,,#N/A
New Property,Forest Place,,1600 NE 135th Street,North Miami,FL,33181,FF,Bryan,  202 ,10/21/2024,10/21/24,12/18/24,,Ops,,forestplace-pm@pegasusresidential.com,,SaaS,$252.50,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHo1BIAT,,,"Gastelu, Romina",forestplace-pm@pegasusresidential.com,jerazo@pegasusresidential.com,,,#N/A
New Property,Marina del Mar,,100 Kings Point Drive,Sunny Isles Beach,FL,33160,FF,Bryan,  336 ,10/21/2024,10/21/24,12/18/24,,Ops,,marinadelmar-PM@pegasusresidential.com,,SaaS,$420.00,,12 month Annual (COM exempt),Pegasus Residential,a01Dn00000HHl6lIAD,,,"Cotto, Lissette D.",marinadelmar-PM@pegasusresidential.com,jerazo@pegasusresidential.com,,,#N/A
New Property,Marina del Sol,,200 King Point Drive,Sunny Isles Beach,FL,33160,FF,Bryan,  128 ,10/21/2024,10/21/24,12/18/24,,Ops,,marinadelmar-PM@pegasusresidential.com,,SaaS,$160.00,,12 month Annual (COM exempt),Pegasus Residential,a01UL00000CQYaGYAX,,,Lissette Cotto,marinadelmar-PM@pegasusresidential.com,jerazo@pegasusresidential.com,,,#N/A
