catalog,schema,table_name,full_table_name,row_count
rds,_fivetran_setup_test,setup_test_staging_51a9ff4e_ad90_4c0c_8608_4c0bf3a036cd,rds._fivetran_setup_test.setup_test_staging_51a9ff4e_ad90_4c0c_8608_4c0bf3a036cd,0
rds,_fivetran_setup_test,setup_test_staging_5e50ab4b_26e8_4694_91f3_a58f65a6f96f,rds._fivetran_setup_test.setup_test_staging_5e50ab4b_26e8_4694_91f3_a58f65a6f96f,0
rds,_fivetran_setup_test,setup_test_staging_4607b5e0_2da9_45af_bfe6_35170bdc41c2,rds._fivetran_setup_test.setup_test_staging_4607b5e0_2da9_45af_bfe6_35170bdc41c2,0
rds,_fivetran_setup_test,setup_test_staging_90c35a4e_984a_476e_b1ee_6a025141f9f5,rds._fivetran_setup_test.setup_test_staging_90c35a4e_984a_476e_b1ee_6a025141f9f5,0
rds,_fivetran_setup_test,setup_test_staging_7bce7f82_2bd1_4c7f_9b7d_6627cabb78f5,rds._fivetran_setup_test.setup_test_staging_7bce7f82_2bd1_4c7f_9b7d_6627cabb78f5,0
rds,_fivetran_setup_test,setup_test_staging_6f077d66_0232_4460_8111_582d542d747e,rds._fivetran_setup_test.setup_test_staging_6f077d66_0232_4460_8111_582d542d747e,0
rds,_fivetran_setup_test,setup_test_staging_5f4b4c75_45ef_4c67_aeba_dadff0964be1,rds._fivetran_setup_test.setup_test_staging_5f4b4c75_45ef_4c67_aeba_dadff0964be1,0
team_sandbox,machine_learning,test_avml_6_0_payload,team_sandbox.machine_learning.test_avml_6_0_payload,0
product_engineering_ops,github_github,github__issues,product_engineering_ops.github_github.github__issues,0
rds,_fivetran_setup_test,setup_test_staging_06ee2cc6_ff79_43d7_adb3_d831ff2068ce,rds._fivetran_setup_test.setup_test_staging_06ee2cc6_ff79_43d7_adb3_d831ff2068ce,0
rds,_fivetran_setup_test,setup_test_staging_0041be8d_76f1_45fa_babf_e6a3aaba386d,rds._fivetran_setup_test.setup_test_staging_0041be8d_76f1_45fa_babf_e6a3aaba386d,0
product_sandbox,document_intelligence,resolved_reviews,product_sandbox.document_intelligence.resolved_reviews,0
product_sandbox,ai_services,paystubs,product_sandbox.ai_services.paystubs,0
product_sandbox,ai_services,generic,product_sandbox.ai_services.generic,0
product_sandbox,ai_services,classifications,product_sandbox.ai_services.classifications,0
product_sandbox,ai_services,bank_statements,product_sandbox.ai_services.bank_statements,0
product_sandbox,ai_services,analyses,product_sandbox.ai_services.analyses,0
rds,_fivetran_setup_test,setup_test_staging_9738502f_e2c6_40b7_9302_42a09c579519,rds._fivetran_setup_test.setup_test_staging_9738502f_e2c6_40b7_9302_42a09c579519,0
llm,datasets,paystub_extraction_v1,llm.datasets.paystub_extraction_v1,0
llm,datasets,llm_paystub_extraction_07_18,llm.datasets.llm_paystub_extraction_07_18,0
llm,datasets,document_classification,llm.datasets.document_classification,0
team_sandbox,product_marketing,documents,team_sandbox.product_marketing.documents,0
team_sandbox,product_marketing,entities,team_sandbox.product_marketing.entities,0
team_sandbox,product_marketing,geocode_cache,team_sandbox.product_marketing.geocode_cache,0
rds,_fivetran_setup_test,setup_test_staging_93db75ed_adbb_4393_b35d_55b5171ae7d2,rds._fivetran_setup_test.setup_test_staging_93db75ed_adbb_4393_b35d_55b5171ae7d2,0
rds,_fivetran_setup_test,setup_test_staging_f84cbf7c_409d_4be4_941a_d7133900fd5f,rds._fivetran_setup_test.setup_test_staging_f84cbf7c_409d_4be4_941a_d7133900fd5f,0
rds,_fivetran_setup_test,setup_test_staging_99792152_794a_4b93_ac64_1c2df7ef14da,rds._fivetran_setup_test.setup_test_staging_99792152_794a_4b93_ac64_1c2df7ef14da,0
system,access,workspaces_latest,system.access.workspaces_latest,0
system,billing,cloud_infra_cost,system.billing.cloud_infra_cost,0
system,information_schema,catalog_tags,system.information_schema.catalog_tags,0
system,information_schema,check_constraints,system.information_schema.check_constraints,0
system,information_schema,clean_rooms,system.information_schema.clean_rooms,0
system,information_schema,column_masks,system.information_schema.column_masks,0
system,information_schema,column_tags,system.information_schema.column_tags,0
system,information_schema,connection_privileges,system.information_schema.connection_privileges,0
system,information_schema,credential_privileges,system.information_schema.credential_privileges,0
system,information_schema,credentials,system.information_schema.credentials,0
system,information_schema,external_location_privileges,system.information_schema.external_location_privileges,0
system,information_schema,recipient_allowed_ip_ranges,system.information_schema.recipient_allowed_ip_ranges,0
system,information_schema,recipient_tokens,system.information_schema.recipient_tokens,0
system,information_schema,recipients,system.information_schema.recipients,0
system,information_schema,schema_share_usage,system.information_schema.schema_share_usage,0
system,information_schema,schema_tags,system.information_schema.schema_tags,0
system,information_schema,share_recipient_privileges,system.information_schema.share_recipient_privileges,0
system,information_schema,shares,system.information_schema.shares,0
system,information_schema,storage_credential_privileges,system.information_schema.storage_credential_privileges,0
system,information_schema,table_share_usage,system.information_schema.table_share_usage,0
system,information_schema,volume_tags,system.information_schema.volume_tags,0
system,lakeflow,pipeline_update_timeline,system.lakeflow.pipeline_update_timeline,0
system,lakeflow,pipelines,system.lakeflow.pipelines,0
team_sandbox,data_engineering,bf_future_qc_ready,team_sandbox.data_engineering.bf_future_qc_ready,0
team_sandbox,machine_learning,voi_payload_prod_payload,team_sandbox.machine_learning.voi_payload_prod_payload,0
team_sandbox,machine_learning,condatest_payload,team_sandbox.machine_learning.condatest_payload,0
system,billing,account_prices,system.billing.account_prices,0
system,access,outbound_network,system.access.outbound_network,0
team_sandbox,mehta_dbx,unity_av_mv_reporting_kpis,team_sandbox.mehta_dbx.unity_av_mv_reporting_kpis,0
system,access,inbound_network,system.access.inbound_network,0
rds,_fivetran_setup_test,setup_test_staging_9c15faac_726d_40d2_9dc1_f291090b966c,rds._fivetran_setup_test.setup_test_staging_9c15faac_726d_40d2_9dc1_f291090b966c,0
rds,_fivetran_setup_test,setup_test_staging_9d6d60d9_5a4e_4af1_a65d_3a93c26aac49,rds._fivetran_setup_test.setup_test_staging_9d6d60d9_5a4e_4af1_a65d_3a93c26aac49,0
rds,_fivetran_setup_test,setup_test_staging_b61ca9f0_2966_44a5_865b_2af61706248d,rds._fivetran_setup_test.setup_test_staging_b61ca9f0_2966_44a5_865b_2af61706248d,0
rds,_fivetran_setup_test,setup_test_staging_d495b572_37ce_4510_98ba_9564b4d6bb88,rds._fivetran_setup_test.setup_test_staging_d495b572_37ce_4510_98ba_9564b4d6bb88,0
rds,_fivetran_setup_test,setup_test_staging_d9e87764_6b32_43e1_a82f_b1315ae43c57,rds._fivetran_setup_test.setup_test_staging_d9e87764_6b32_43e1_a82f_b1315ae43c57,0
rds,_fivetran_setup_test,setup_test_staging_e3b4f7ef_84d1_4dac_a66c_f5594fb832d1,rds._fivetran_setup_test.setup_test_staging_e3b4f7ef_84d1_4dac_a66c_f5594fb832d1,0
rds,_fivetran_setup_test,setup_test_staging_eb4c153f_3f6c_42f5_b225_812d35afd235,rds._fivetran_setup_test.setup_test_staging_eb4c153f_3f6c_42f5_b225_812d35afd235,0
rds,_fivetran_setup_test,setup_test_staging_fc92838d_e7ef_487b_9a8b_6ff84c57f8cb,rds._fivetran_setup_test.setup_test_staging_fc92838d_e7ef_487b_9a8b_6ff84c57f8cb,0
rds,_fivetran_setup_test,setup_test_staging_ff0b11ba_87cb_4872_92d5_46353ef17557,rds._fivetran_setup_test.setup_test_staging_ff0b11ba_87cb_4872_92d5_46353ef17557,0
rds,icfr,banned_company_name_submissions,rds.icfr.banned_company_name_submissions,0
rds,pg_rds_dp_di_di,ai_operations,rds.pg_rds_dp_di_di.ai_operations,0
rds,pg_rds_dp_di_di,asset_verification_status_codes,rds.pg_rds_dp_di_di.asset_verification_status_codes,0
rds,pg_rds_dp_di_di,asset_verification_status_details,rds.pg_rds_dp_di_di.asset_verification_status_details,0
rds,pg_rds_public,analytics_reports,rds.pg_rds_public.analytics_reports,0
rds,pg_rds_public,asset_verification_results,rds.pg_rds_public.asset_verification_results,0
rds,pg_rds_public,asset_verification_reviews,rds.pg_rds_public.asset_verification_reviews,0
rds,pg_rds_public,asset_verification_submissions,rds.pg_rds_public.asset_verification_submissions,0
rds,pg_rds_public,dispute_emails,rds.pg_rds_public.dispute_emails,0
rds,pg_rds_public,disputes,rds.pg_rds_public.disputes,0
rds,pg_rds_public,entry_review_escalation,rds.pg_rds_public.entry_review_escalation,0
rds,pg_rds_public,frequent_flyer_matched_confidences,rds.pg_rds_public.frequent_flyer_matched_confidences,0
rds,pg_rds_public,frequent_flyer_variations,rds.pg_rds_public.frequent_flyer_variations,0
system,__internal_logging,payload_logs,system.__internal_logging.payload_logs,0
system,access,assistant_events,system.access.assistant_events,0
system,access,clean_room_events,system.access.clean_room_events,0
crm,_fivetran_setup_test,setup_test_staging_17e7c42d_1469_40c1_bcc2_07656a74f484,crm._fivetran_setup_test.setup_test_staging_17e7c42d_1469_40c1_bcc2_07656a74f484,0
